n,time,dt,vx,vy,vz,roll,pitch,yaw,x,y,z,detected,battery
0,287454.895,NaN,0,0,0,-0.00003490658503988659,0,1.466041665090197,0,0,0.242,0,26
1,287525.207,NaN,0,0,0,-0.00005235987755982989,0.000017453292519943296,1.465989305212637,0,0,0.242,0,26
2,287600.28,NaN,0,0,0,0.00005235987755982989,-0.00019198621771937622,1.465989305212637,0,0,0.242,0,26
3,287670.623,NaN,0,0,0,0.00027925268031909274,-0.00047123889803846896,1.465989305212637,0,0,0.242,0,26
4,287735.626,NaN,0,0,0,0.0004188790204786391,-0.0007504915783575615,1.465954398627597,0,0,0.242,0,26
5,287800.781,65.15500000002794,0,0,0,0.000645771823237902,-0.0010122909661567112,1.4663732776480758,0,0,0.243,0,26
6,287865.875,65.09399999998277,0,0,0,0.0006806784082777885,-0.0014835298641951804,1.466286011185476,0,0,0.242,0,26
7,287931.06,65.18499999999767,0,0,0,0.0007853981633974483,-0.0020245819323134223,1.465395893266959,0,0,0.242,0,26
8,287996.246,65.18599999998696,0,0,0,0.0008726646259971648,-0.0021991148575128553,1.465779865702398,0,0,0.242,0,26
9,288061.431,65.18499999999767,0,0,0,0.0010297442586766543,-0.002408554367752175,1.465779865702398,0,0,0.242,0,26
10,288126.495,65.06400000001304,0,0,0,0.001117010721276371,-0.0027576202181510408,1.465657692654758,0,0,0.243,0,26
11,288191.864,65.36900000000605,0,0,0,0.0012217304763960308,-0.003001966313430246,1.4655355196071185,0,0,0.243,0,26
12,288256.835,64.97100000001956,0,0,0,0.0014835298641951804,-0.003298672286269283,1.4659194920425571,0,0,0.243,0,26
13,288321.96,65.125,0,0,0,0.001553343034274953,-0.0037524578917878084,1.4661638381378364,0,0,0.243,0,26
14,288387.176,65.2159999999567,0,0,0,0.0015882496193148398,-0.003961897402027128,1.466390730940596,0,0,0.243,0,26
15,288452.301,65.125,0,0,0,0.0017453292519943296,-0.003787364476827695,1.4659194920425571,0,0,0.243,0,26
16,288517.425,65.12400000001071,0,0,0,0.001658062789394613,-0.003961897402027128,1.4655180663145988,0,0,0.243,0,26
17,288582.641,65.2160000000149,0,0,0,0.0019198621771937623,-0.00466002910282486,1.4664430908181556,0,0,0.243,0,26
18,288647.796,65.15499999996973,0,0,0,0.0019198621771937623,-0.003892084231947355,1.465326080096879,0,0,0.243,0,26
19,288713.073,65.27700000000186,0,0,0,0.0019198621771937623,-0.0043982297150257105,1.4654307998519989,0,0,0.243,0,26
20,288778.076,65.00300000002608,0,0,0,0.0024434609527920616,-0.00460766922526503,1.465675145947278,0,0,0.243,0,26
21,288843.292,65.2160000000149,0,0,0,0.002303834612632515,-0.0044156830075456534,1.465343533389399,0,0,0.243,0,26
22,288908.355,65.06299999996554,0,0,0,0.0026005405854715507,-0.0049741883681838385,1.4659369453350772,0,0,0.243,0,26
23,288973.602,65.24700000003213,0,0,0,0.0028274333882308137,-0.004729842272904633,1.4651864537567196,0,0,0.243,0,26
24,289038.757,65.15499999996973,0,0,0,0.0027925268031909274,-0.005532693728822024,1.4660591183827167,0,0,0.243,0,26
25,289103.851,65.09400000004098,0,0,0,0.002775073510670984,-0.004834562028024293,1.46506428070908,0,0,0.243,0,26
26,289169.036,65.18499999999767,0,0,0,0.003001966313430246,-0.005707226654021458,1.46506428070908,0,0,0.243,0,26
27,289234.375,65.33899999997811,0,0,0,0.0032114058236695662,-0.005899212871740834,1.4646104951035614,0,0,0.243,0,26
28,289299.316,64.94099999999162,0,0,0,0.002967059728390361,-0.005445427266222308,1.463022245484247,0,0,0.243,0,26
29,289364.532,65.2160000000149,0,0,0,0.002879793265790644,-0.005619960191421741,1.4614339958649316,0,0,0.242,0,26
30,289429.656,65.12400000001071,0,0,0,0.0024434609527920616,-0.006754424205218055,1.4599330127082166,0,0,0.242,0,26
31,289495.025,65.36900000000605,0,0,0,0.0036477381366681488,-0.004939281783143952,1.4592348810074192,0,0,0.242,0,26
32,289560.028,65.00299999996787,0,0,0,0.0017976891295541592,-0.005288347633542819,1.4588683618645004,0,0,0.242,0,26
33,289625.213,65.18499999999767,0,0,0,0.002844886680750757,-0.007470009198535731,1.4580829637011028,0,0,0.242,0,26
34,289690.277,65.06400000001304,0,0,0,0.000017453292519943296,-0.0067369709126981125,1.457698991265664,0,0,0.242,0,26
35,289755.676,65.39899999997579,0,0,0,0.003089232776029963,-0.005829399701661061,1.4607358641641341,0,0,0.243,0,26
36,289820.617,64.94100000004983,0,0,0,0.0041887902047863905,-0.005532693728822024,1.4678044476347112,0,0,0.242,0,26
37,289885.803,65.18599999998696,0,0,0,0.0070685834705770355,-0.0031764992386296795,1.475239550248207,0,0,0.242,0,26
38,289950.988,65.18499999999767,0,0,0,0.013631021458075715,-0.00645771823237902,1.4833902378550206,0,0,0.242,0,26
39,290016.204,65.2160000000149,0,0,0,0.019634954084936207,-0.006649704450098395,1.4883644262232043,0,0,0.242,0,26
40,290081.42,65.2159999999567,0,0,0,0.01722639971718403,-0.0058468529941810045,1.4879630004952458,0,0,0.242,0,26
41,290146.484,65.06400000001304,0,0,0,0.014172073526193957,-0.010332349171806431,1.4878059208625662,0,0,0.242,0,26
42,290211.639,65.15500000002794,0,0,0,0.005619960191421741,-0.008656833089891874,1.488486599270844,0,0,0.242,0,26
43,290277.191,65.55199999996694,0,0,0,-0.004049163864626845,-0.01001818990644745,1.4908078871759964,0,0,0.242,0,26
44,290341.857,64.66600000002654,0,0,0,-0.008342673824532893,-0.00986111027376796,1.4907904338834763,0,0,0.242,0,26
45,290407.165,65.30799999996088,0.004330037117004394,-0.011703842163085938,0,-0.00890117918517108,-0.0046251225177849735,1.4808595104396287,0,0,0.242,0,26
46,290472.259,65.09400000004098,-0.1467286834716797,0.03941070556640625,0,-0.007225663103256523,-0.0005235987755982988,1.4800217523986716,0,0,0.243,0,26
47,290537.445,65.18599999998696,-0.09614974212646485,0.011981157302856446,0,0.002670353755551324,0.003351032163829113,1.482657199569183,0,0,0.252,0,26
48,290602.691,65.24599999998463,-0.12516512298583984,-0.009207853317260742,0,0.019844393595175525,0.016685347649065787,1.4865143772160905,0,0,0.292,0,25
49,290667.724,65.03299999999581,-0.18612039184570311,0.01905528450012207,0,0.023387411976724018,0.017715091907742442,1.4872648687944479,0,0,0.324,0,25
50,290732.91,65.18599999998696,-0.1394892578125,0.013744647979736329,0,0.002513274122871834,-0.005619960191421741,1.4864620173385308,0,0,0.405,0,25
51,290798.248,65.33800000004703,-0.13413475036621095,0.0013021354675292968,0,-0.016441001553786583,-0.027104963283471933,1.485397366494814,0,0,0.49,0,25
52,290863.342,65.09399999998277,-0.17526225280761717,-0.015038481712341309,0,-0.022776546738526,-0.03529055747532534,1.4859384185629323,0,0,0.535,0,25
53,290928.558,65.2160000000149,-0.17025927734375,0.010746225357055664,0,-0.021031217486531674,-0.04284783313646079,1.4862351245357712,0,0,0.614,0,25
54,290993.591,65.03299999999581,-0.1363016357421875,0.028483274459838868,0,-0.017976891295541593,-0.053494341573626196,1.4852228335696145,0,0,0.653,0,25
55,291058.746,65.15499999996973,-0.13754148864746094,0.03377840042114258,0,-0.016283921921107097,-0.05796238445873169,1.4854497263723738,0,0,0.727,0,25
56,291124.084,65.33799999998882,-0.13149771118164064,0.04645433044433594,0,-0.01514945790731078,-0.06250024051391694,1.4850832072294549,0,0,0.771,0,25
57,291189.239,65.15500000002794,-0.12237614440917968,0.050462520599365235,0,-0.012775810124598492,-0.065868725970266,1.4846294216239366,0,0,0.786,0,25
58,291254.241,65.00199999997858,-0.10454064178466797,0.044929149627685544,0,-0.012287117934040078,-0.06538003377970758,1.4842803557735376,0,0,0.8,0,25
59,291319.549,65.30800000001909,-0.08544371795654297,0.0357544937133789,0,-0.012967796342317869,-0.06227334771115768,1.4838614767530591,0,0,0.796,0,25
60,291384.613,65.06400000001304,-0.06501040649414062,0.023328495025634766,0,-0.010524335389525807,-0.0549080582677416,1.4836171306577797,0,0,0.792,0,25
61,291449.829,65.2160000000149,-0.0602906265258789,0.01514786434173584,0,-0.006981317007977318,-0.04705407663376713,1.482971358834542,0,0,0.773,0,25
62,291514.923,65.09399999998277,-0.03433816146850586,0.018652305603027344,0,-0.0042935099599060505,-0.0422893277758226,1.4828317324943823,0,0,0.759,0,25
63,291580.139,65.2160000000149,-0.010308551788330077,0.015739134788513184,0,-0.003717551306747922,-0.03663446099936098,1.4823954001813837,0,0,0.742,0,25
64,291645.294,65.15499999996973,0.0005615363121032715,0.015498882293701171,0,-0.004258603374866164,-0.030124382889422128,1.4822034139636644,0,0,0.724,0,25
