n,time,dt,vx,vy,vz,roll,pitch,yaw,x,y,z,detected,battery
0,609505.218,NaN,0,0,0,-0.00008726646259971648,-0.000017453292519943296,1.4874743083046873,0,0,0,0,79
1,609570.587,NaN,0,0,0,-0.00006981317007977319,-0.00008726646259971648,1.4874568550121672,0,0,0,0,79
2,609635.589,NaN,0,0,0,-0.00010471975511965978,-0.00019198621771937622,1.487334681964528,0,0,0,0,79
3,609700.805,65.2160000000149,0,0,0,-0.00022689280275926284,-0.000296705972839036,1.4882771597606048,0,0,0,0,79
4,609765.991,65.18599999998696,0,0,0,-0.0004886921905584122,0.000017453292519943296,1.487526668182247,0,0,0,0,79
5,609831.146,65.15499999991152,0,0,0,-0.0006632251157578452,-0.00047123889803846896,1.4869332562365687,0,0,0,0,79
6,609896.331,65.18500000005588,0,0,0,-0.0005235987755982988,-0.0003316125578789226,1.4871601490393282,0,0,0,0,79
7,609961.517,65.18599999998696,0,0,0,-0.0005235987755982988,-0.0002443460952792061,1.4869856161141288,0,0,0,0,79
8,610026.702,65.18500000005588,0,0,0,-0.000593411945678072,-0.00038397243543875244,1.487212508916888,0,0,0,0,79
9,610091.918,65.21599999989849,0,0,0,-0.0006108652381980154,-0.0004537856055185257,1.4871252424542885,0,0,0,0,79
10,610157.012,65.09400000004098,0,0,0,-0.0008028514559173916,-0.0004363323129985824,1.487334681964528,0,0,0,0,79
11,610222.229,65.2170000000624,0,0,0,-0.0010297442586766543,-0.0002443460952792061,1.487526668182247,0,0,0,0,79
12,610287.353,65.1239999999525,0,0,0,-0.001308996938995747,-0.00047123889803846896,1.4877361076924864,0,0,0,0,79
13,610352.6,65.24699999997392,0,0,0,-0.0009075712110370514,-0.0008203047484373349,1.4874743083046873,0,0,0,0,79
14,610417.785,65.18500000005588,0,0,0,-0.0007155849933176752,-0.0010471975511965976,1.4886785854885634,0,0,0,0,79
15,610483.001,65.2160000000149,0,0,0,-0.0005410520681182421,-0.0007504915783575615,1.4888705717062827,0,0,0,0,79
