n,time,dt,vx,vy,vz,roll,pitch,yaw,x,y,z,detected,battery
0,149423.98,149423.98,1.7449032441163582e-10,-6.725346679559152e-10,0,0.009128071987930345,0.0006806784082777885,1.5885288719951591,0,0,0.242,0,50
1,149865.417,NaN,0,0,0,0.00020943951023931956,0.00005235987755982989,1.5886684983353183,0,0,0.242,0,50
2,149930.633,NaN,0,0,0,0.0003665191429188092,-0.00013962634015954637,1.5886859516278384,0,0,0.242,0,50
3,149995.788,65.15499999999884,0,0,0,0.0003665191429188092,-0.00019198621771937622,1.5890001108931975,0,0,0.242,0,50
4,150060.974,65.18599999998696,0,0,0,-0.00005235987755982989,0.00017453292519943296,1.5890524707707574,0,0,0.242,0,50
5,150126.312,65.33800000001793,0,0,0,0.00019198621771937622,0.00006981317007977319,1.5891746438183967,0,0,0.242,0,50
6,150191.345,65.03299999999581,0,0,0,0.00027925268031909274,-0.00022689280275926284,1.5893491767435963,0,0,0.242,0,50
7,150256.561,65.2159999999858,0,0,0,0.00027925268031909274,-0.0003665191429188092,1.5891746438183967,0,0,0.242,0,50
8,150321.746,65.18500000002678,0,0,0,0.0002617993877991494,-0.0005759586531581287,1.5896633360089554,0,0,0.242,0,50
9,150387.023,65.27699999997276,0,0,0,0.00034906585039886593,-0.0006108652381980154,1.5893142701585568,0,0,0.242,0,50
10,150452.239,65.2160000000149,0,0,0,0.00047123889803846896,-0.0005759586531581287,1.5896633360089554,0,0,0.242,0,50
11,150517.364,65.125,0,0,0,0.00047123889803846896,-0.0005235987755982988,1.5902043880770735,0,0,0.242,0,50
12,150582.519,65.15499999999884,0,0,0,0.0005585053606381855,-0.0006283185307179585,1.5895935228388756,0,0,0.242,0,50
13,150648.162,65.64300000001094,0,0,0,0.0008028514559173916,-0.0009250245035569946,1.5898902288117145,0,0,0.242,0,50
14,150712.86,64.69799999997485,0,0,0,0.00006981317007977319,-0.0014486232791552935,1.5898902288117145,0,0,0.242,0,50
15,150778.106,65.24600000001374,0,0,0,0.00027925268031909274,-0.001239183768915974,1.5891746438183967,0,0,0.242,0,50
16,150843.353,65.24700000000303,0,0,0,0.00038397243543875244,-0.0010471975511965976,1.5898029623491148,0,0,0.242,0,50
