n,time,state.x,state.y,state.z,state.yaw,state.vx,state.vy,goal.x,goal.y,goal.z,goal.yaw,error.ex,error.ey,error.ez,error.eyaw,control.ux,control.uy,control.uz,control.uyaw,last_OK,ekf.s.x,ekf.s.y,ekf.s.yaw
0,155602.264,0,0,0.734,0,-0.01641286087036133,0.08293811798095703,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,-0.03443602522158246,0.048402428194803025,0,-0.4571715442673948,-0.01721801261079123,0.024201214097401513,0,-0.4571715442673948,0,0,0,0,0,0,0,0
1,155667.633,-0.001022089449564616,0.005410514322916667,0.738,-0.005323254218582596,-0.015331341743469238,0.08115771484375,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,-0.033413935772017844,0.04299191387188636,-0.0040000000000000036,-0.4518482900488122,-0.011203409311430209,-0.007637581725915776,-0.024738461538461556,-0.42727942442458483,0,0,0,0,0,0,0,0
2,155732.696,-0.0011317702221189108,0.010249008021164997,0.738,-0.03495894491744611,-0.002031534433364868,0.07256761932373047,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,-0.03330425499946355,0.03815342017363803,-0.0040000000000000036,-0.4222125993499487,-0.01607048703921659,-0.006581968616013057,-0.003200000000000003,-0.28750491435511455,0,0,0,0,0,0,0,0
3,155797.76,-0.0002528088051733226,0.015121731385612161,0.749,-0.062395520758797174,0.010621706962585449,0.07350701141357421,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,-0.03418321641640914,0.033280696809190866,-0.015000000000000013,-0.39477602350859764,-0.021898428457125745,-0.010007357494724981,-0.07215625000000006,-0.26616707425226455,0,0,0,0,0,0,0,0
4,155863.128,-0.0003421651827483392,0.021512742540697877,0.752,-0.08412486994612656,-0.007315413951873779,0.09559503936767579,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,-0.03409386003883412,0.02688968565410515,-0.018000000000000016,-0.37304667432126826,-0.016587007487780935,-0.01945006753000626,-0.02984117647058826,-0.2771818984948151,0,0,0,0,0,0,0,0
5,155928.314,-0.0011277927241791059,0.029841573955695953,0.752,-0.10267771989482632,-0.022240274429321288,0.1235004653930664,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,-0.033308232497403355,0.018560854239107073,-0.018000000000000016,-0.3544938243725685,-0.012550091778540964,-0.034228393705063274,-0.014400000000000013,-0.2714213619157039,0,0,0,0,0,0,0,0
6,155993.408,-0.001998659952280314,0.03796572583416227,0.76,-0.121248023136046,-0.02548477554321289,0.11988153839111328,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,-0.032437365269302146,0.010436702360640752,-0.026000000000000023,-0.3359235211313488,-0.011221903457021187,-0.04139563500760113,-0.06670163934426235,-0.24459416092862918,0,0,0,0,0,0,0,0
7,156058.593,-0.0044732187519526566,0.04600782040368081,0.767,-0.1372875989618738,-0.05143638610839844,0.11525628662109375,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,-0.029962806469629805,0.0023946077911222163,-0.03300000000000003,-0.319883945305521,-0.0016568558519638402,-0.04210628224800024,-0.06409230769230774,-0.24585513380170027,0,0,0,0,0,0,0,0
8,156123.718,-0.007260063501549455,0.05588918263997503,0.756,-0.152925749059743,-0.06169430923461914,0.14110482788085937,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,-0.027175961720033007,-0.007486754445172002,-0.02200000000000002,-0.3042457952076518,-0.0010829082656718982,-0.048082823154675436,0.03175897435897439,-0.24409906406200116,0,0,0,0,0,0,0,0
9,156189.056,-0.010819756208696907,0.06731603682350601,0.747,-0.1687733386678516,-0.0788821029663086,0.16126873779296874,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,-0.023616269012885556,-0.018913608628702984,-0.013000000000000012,-0.2883982055995432,0.007967936088820838,-0.07293932755619027,0.03960000000000004,-0.2129334931799784,0,0,0,0,0,0,0,0
10,156254.089,-0.015688613166438787,0.07916723971231662,0.738,-0.18336429121452413,-0.10185544586181641,0.16297467041015626,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,-0.018747412055143676,-0.030764811517513597,-0.0040000000000000036,-0.2738072530528707,0.02052278406382567,-0.08815294981285704,0.05206315789473688,-0.19701276596512052,0,0,0,0,0,0,0,0
11,156319.274,-0.020723757964577514,0.09010823374674508,0.734,-0.19530234329816532,-0.10418548583984374,0.14759214782714844,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,-0.013712267257004949,-0.04170580555194205,0,-0.2618692009692295,0.0220340414427853,-0.08362909805547855,0.022950819672131167,-0.20315746941033844,0,0,0,0,0,0,0,0
12,156384.613,-0.027420793223215455,0.09889661324870531,0.728,-0.20624555770816966,-0.12412828063964844,0.10982484436035156,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,-0.007015231998367007,-0.05049418505390229,0.006000000000000005,-0.25092598655922516,0.03147689654594006,-0.0711565376864449,0.03614328358208958,-0.20192651905174303,0,0,0,0,0,0,0,0
13,156449.584,-0.03330928130963648,0.10619241183102023,0.731,-0.21741566492093345,-0.10886658477783204,0.08902940368652344,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,-0.0011267439119459835,-0.0577899836362172,0.0030000000000000027,-0.23975587934646136,0.031143871586294062,-0.06818006110749658,-0.013753846153846162,-0.18820153836447465,0,0,0,0,0,0,0,0
14,156514.923,-0.039808699733373754,0.11088389553504947,0.718,-0.22654373690886387,-0.11037593078613281,0.04768602752685547,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,0.005372674511791291,-0.06248146734024645,0.016000000000000014,-0.23062780735853095,0.03663852305153813,-0.05574848436281332,0.0807104477611941,-0.18975584323346936,0,0,0,0,0,0,0,0
15,156579.986,-0.044979125718731555,0.11192423173305117,0.712,-0.23375194671960042,-0.07907977294921875,-0.002213701009750366,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,0.010543100497149092,-0.06352180353824816,0.02200000000000002,-0.2234195975477944,0.03311230555434733,-0.037362712066056354,0.04990769230769235,-0.19015093688285645,0,0,0,0,0,0,0,0
16,156645.202,-0.04807628046408245,0.10912221644099186,0.703,-0.24034929129213903,-0.035458454132080076,-0.05164804840087891,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,0.01364025524249999,-0.06071978824618884,0.031000000000000028,-0.21682225297525579,0.022999294201441246,-0.015722500806366634,0.07181492537313439,-0.1872819041429934,0,0,0,0,0,0,0,0
17,156710.54,-0.05159839119434913,0.10503317635281617,0.691,-0.24633577062647963,-0.03671256637573242,-0.07214865112304687,-0.03443602522158246,0.048402428194803025,0.734,-0.4571715442673948,0.017162365972766665,-0.056630748158013146,0.04300000000000004,-0.2108357736409152,0.028148464821198194,-0.005598484700252735,0.10106666666666675,-0.18232872919167423,0,0,0,0,0,0,0,0
