n,time,dt,vx,vy,vz,roll,pitch,yaw,x,y,z,detected,battery
0,260770.751,NaN,0.0012062969207763672,-0.026143003463745117,0,0.027157323161031765,0.08442157591896572,1.549328776995366,0,0,0.242,0,22
1,260835.937,NaN,0.0011301993131637574,-0.02449378967285156,0,0.027192229746071654,0.08443902921148566,1.549328776995366,0,0,0.242,0,22
2,260906.127,NaN,0.0010536034107208252,-0.02283393669128418,0,0.027314402793711254,0.08442157591896572,1.549433496750486,0,0,0.242,0,22
3,260976.287,NaN,0.0009822036027908325,-0.02128654479980469,0,0.027401669256310976,0.08445648250400561,1.549450950043006,0,0,0.242,0,22
4,261041.442,NaN,0.0009202390313148499,-0.019943681716918946,0,0.027419122548830912,0.08442157591896572,1.5495207632130858,0,0,0.242,0,22
5,261111.816,NaN,0.0008578689098358154,-0.01859213066101074,0,0.02747148242639075,0.08435176274888595,1.5495382165056055,0,0,0.242,0,22
6,261176.696,64.88000000000466,0.0008037430047988891,-0.017419193267822267,0,0.02738421596379103,0.08424704299376629,1.5497127494308052,0,0,0.242,0,22
7,261241.882,65.18600000001607,0.0007530267834663391,-0.01632027816772461,0,0.027349309378751144,0.0840550567760469,1.5501490817438035,0,0,0.242,0,22
8,261307.037,65.15499999999884,0.0007054912447929382,-0.015290614128112792,0,0.027174776453551708,0.0835314580004486,1.549119337485127,0,0,0.242,0,22
9,261372.192,65.15499999999884,0.0006609820723533631,-0.01432595157623291,0,0.02707005669843205,0.08347909812288878,1.5495556697981256,0,0,0.242,0,22
10,261437.5,65.30799999998999,0.0006192810535430908,-0.01342209529876709,0,0.026843163895672786,0.08342673824532895,1.550009455403644,0,0,0.242,0,22
11,261502.532,65.03200000000652,0.0005802083015441895,-0.012575424194335938,0,0.02701769682087222,0.08332201849020929,1.549765109308365,0,0,0.242,0,22
12,261567.657,65.125,0.0005436034202575684,-0.01178206443786621,0,0.02691297706575256,0.08326965861264947,1.5495905763831652,0,0,0.242,0,22
13,261632.995,65.33799999998882,0.000509304404258728,-0.01103871726989746,0,0.026703537555513242,0.08314748556500985,1.5499396422335643,0,0,0.242,0,22
14,261697.967,64.97200000000885,0.0004771688878536224,-0.010342303276062012,0,0.02659881780039358,0.08299040593233037,1.5496952961382853,0,0,0.242,0,22
15,261763.153,65.18599999998696,0.00044708186388015746,-0.009689691543579102,0,0.026022859147235452,0.08340928495280901,1.5502887080839631,0,0,0.242,0,22
16,261828.308,65.15499999999884,0.00041888678073883056,-0.009078396797180175,0,0.02595304597715568,0.08367108434060816,1.549765109308365,0,0,0.242,0,22
17,261893.646,65.33800000001793,0.0003924500346183777,-0.00850564670562744,0,0.025813419636996137,0.08332201849020929,1.5501316284512838,0,0,0.242,0,22
18,261958.77,65.1239999999816,0.0003676721453666687,-0.007968990325927735,0,0.02553416695667704,0.08267624666697139,1.550707587104442,0,0,0.243,0,22
19,262023.956,65.18600000001607,0.0003444801568984985,-0.007466333389282227,0,0.02583087292951608,0.08276351312957111,1.5503236146690031,0,0,0.242,0,22
20,262089.172,65.2159999999858,0.0003227379322052002,-0.006995293140411377,0,0.025743606466916362,0.08237954069413235,1.5509868397847608,0,0,0.243,0,22
21,262154.388,65.2159999999858,0.00030238837003707884,-0.006553926944732666,0,0.02537708732399755,0.08278096642209105,1.5503410679615233,0,0,0.243,0,22
22,262219.451,65.06300000002375,0.00028330498933792117,-0.006140528202056884,0,0.025708699881876473,0.08248426044925201,1.5510741062473608,0,0,0.243,0,22
23,262284.606,65.15500000002794,0.00026543277502059936,-0.00575313138961792,0,0.02558652683423687,0.08248426044925201,1.5508646667371213,0,0,0.243,0,22
24,262349.7,65.09399999998277,0.0002486940026283264,-0.005390171527862549,0,0.025446900494077326,0.08279841971461098,1.5498872823560046,0,0,0.242,0,22
25,262414.947,65.24699999997392,0.00023297858238220215,-0.00505009126663208,0,0.02522000769131806,0.08140215631301553,1.5511788260024804,0,0,0.242,0,22
26,262480.072,65.125,0.0002183130979537964,-0.004731518745422363,0,0.02525491427635795,0.08318239215004974,1.5490495243150473,0,0,0.242,0,22
27,262545.288,65.2160000000149,0.00020452824234962463,-0.00443289852142334,0,0.024260076602721177,0.08244935386421214,1.5483688459067695,0,0,0.242,0,22
28,262610.443,65.15500000002794,0.00019161395728588105,-0.00415327787399292,0,0.02453932928304027,0.08171631557837451,1.548525925539449,0,0,0.243,0,22
29,262675.75,65.3069999999716,0.00017952291667461395,-0.0038912796974182127,0,0.024661502330679878,0.0815068760681352,1.550358521254043,0,0,0.242,0,22
30,262740.722,64.97200000000885,0.0001681985855102539,-0.0036457417011260987,0,0.024120450262561634,0.08157668923821497,1.552836888791875,0,0,0.242,0,22
31,262805.877,65.15499999996973,0.00015759269893169403,-0.003415677547454834,0,0.023352505391684132,0.0819606616736537,1.5542506054859906,0,0,0.242,0,22
32,262871.032,65.15500000002794,0.00014764761924743652,-0.0032001214027404783,0,0.02246238747316702,0.08169886228585456,1.5584743022758165,0,0,0.242,0,22
33,262936.218,65.18599999998696,0.00013831835985183717,-0.0029984416961669922,0,0.02494075501099897,0.08037241205433888,1.561127202738848,0,0,0.242,0,22
34,263001.434,65.2160000000149,0.00012958769500255585,-0.0028091437816619874,0,0.023177972466484696,0.07990117315630041,1.5642338888073977,0,0,0.243,0,22
