n,time,state.x,state.y,state.z,state.yaw,state.vx,state.vy,goal.x,goal.y,goal.z,goal.yaw,error.ex,error.ey,error.ez,error.eyaw,control.ux,control.uy,control.uz,control.uyaw,last_OK,ekf.s.x,ekf.s.y,ekf.s.yaw
0,1419371.032,0,0,0.792,0,-0.00013493171334266662,-0.00007215677201747895,0,0,0.803,0,0,0,0.01100000000000001,0,0,0,0.008800000000000007,0,1428401745077,0,0,0,0,0,0,0
1,1419371.032,0.00102554505666097,-0.0049077809651692705,0.781,0.0026179938779914425,0.01538317584991455,-0.07361671447753906,0,0,0.803,0,-0.00102554505666097,0.0049077809651692705,0.02200000000000002,-0.0026179938779914425,-0.0054980609982102,0.026311159063268592,0.07107222222222229,-0.013526301702955787,1428401745077,0,0,0,0,0,0,0
2,1419571.594,0.0010453295555627976,-0.004923933789656321,0.775,0.00469493568786472,0.0002961321473121643,-0.00024306847155094148,0,0,0.803,0,-0.0010453295555627976,0.004923933789656321,0.028000000000000025,-0.00469493568786472,-0.0006361823944312289,0.002554647035327633,0.05682622950819677,-0.01490940360527428,1428401745077,0,0,0,0,0,0,0
3,1419636.749,0.0010641899336902452,-0.004926975862685275,0.773,0.007906341511534354,0.00028268831968307495,-0.000046958811581134796,0,0,0.803,0,-0.0010641899336902452,0.004926975862685275,0.030000000000000027,-0.007906341511534354,-0.0006352376597296019,0.002480124268219727,0.03493750000000003,-0.022959806309985762,1428401745077,0,0,0,0,0,0,0
4,1419701.934,0.003272018587701507,-0.010859656286118423,0.784,0.011152653920243893,0.03241281509399414,-0.08924925994873047,0,0,0.803,0,-0.003272018587701507,0.010859656286118423,0.019000000000000017,-0.011152653920243893,-0.013169442561073764,0.03642144229532192,-0.04226268656716421,-0.025688381123420936,1428401745077,0,0,0,0,0,0,0
5,1419777.282,0.0054862006492164455,-0.021024788688984754,0.782,0.013980087308474665,0.031510177612304686,-0.15283790588378907,0,0,0.803,0,-0.0054862006492164455,0.021024788688984754,0.02100000000000002,-0.013980087308474665,-0.012939991397374387,0.0573255040945347,0.026010526315789498,-0.025141008577806656,1428401745417,0,0,0,0,0,0,0
6,1419842.651,0.00955243056133922,-0.021220788927273724,0.788,0.016475908138826493,0.060946388244628905,-0.0037923822402954103,0,0,0.803,0,-0.00955243056133922,0.021220788927273724,0.015000000000000013,-0.016475908138826493,-0.026671299422869162,0.011665780362115932,-0.020307692307692318,-0.027995081201988778,1428401745482,0,0,0,0,0,0,0
7,1419912.719,0.01574213545044457,-0.018222818983776323,0.788,0.016144295580947546,0.0935738525390625,0.04343379974365234,0,0,0.803,0,-0.01574213545044457,0.018222818983776323,0.015000000000000013,-0.016144295580947546,-0.03881959217074903,-0.005878440225598844,0.01200000000000001,-0.014723098904323492,1428401745552,0,0,0,0,0,0,0
8,1419977.844,0.021916167705595218,-0.014927675572949127,0.787,0.015289084247470223,0.09339634704589844,0.04792564392089844,0,0,0.803,0,-0.021916167705595218,0.014927675572949127,0.016000000000000014,-0.015289084247470223,-0.04472232274815271,-0.010556477741486658,0.018268750000000018,-0.011280281121795268,1428401745616,0,0,0,0,0,0,0
9,1420043.06,0.0279800986510463,-0.011208013482979475,0.785,0.013613568165555817,0.09180135345458984,0.05439778518676758,0,0,0.803,0,-0.0279800986510463,0.011208013482979475,0.018000000000000016,-0.013613568165555817,-0.04614725888473342,-0.014121474038652352,0.02500606060606063,-0.0059975859750357905,1428401745682,0,0,0,0,0,0,0
10,1420108.062,0.033793942737246556,-0.006801413723077803,0.783,0.011536626355682538,0.08809939575195312,0.06490570068359375,0,0,0.803,0,-0.033793942737246556,0.006801413723077803,0.020000000000000018,-0.011536626355682538,-0.04820228567893235,-0.020327137999470102,0.02676923076923079,-0.001950741079344332,1428401745747,0,0,0,0,0,0,0
11,1420173.797,0.03919960686331767,-0.0009027494117031104,0.78,0.007173303225696653,0.08210030364990234,0.08753865051269531,0,0,0.803,0,-0.03919960686331767,0.0009027494117031104,0.02300000000000002,-0.007173303225696653,-0.046628124062014414,-0.0290419468510219,0.03340000000000003,0.011526653045671425,1428401745817,0,0,0,0,0,0,0
12,1420238.525,0.08017639443689668,0.08623159610264913,0.778,0.0019198621771937593,0.6240115356445313,1.302572509765625,0,0,0.803,0,-0.08017639443689668,-0.08623159610264913,0.025000000000000022,-0.0019198621771937593,-0.26773701707166503,-0.5271954953532815,0.031111111111111138,0.02309652376805811,1428401745880,0,0,0,0,0,0,0
13,1420303.619,0.12393239979663932,0.17861529166465934,0.776,0.0017802358370342438,0.6589993286132813,1.3844927978515624,0,0,0.803,0,-0.12393239979663932,-0.17861529166465934,0.027000000000000024,-0.0017802358370342438,-0.3050551185635565,-0.6025503989546085,0.03271111111111114,-0.0011153485029413131,0,0,0,0,0,0,0,0
14,1420368.865,0.165106147665205,0.26408696823501976,0.772,0.002687807048071261,0.6198876342773437,1.2809736328125,0,0,0.803,0,-0.165106147665205,-0.26408696823501976,0.031000000000000028,-0.002687807048071261,-0.30772200748882106,-0.5994667153616684,0.04667500000000004,-0.0069420470998072786,0,0,0,0,0,0,0,0
