n,time,dt,vx,vy,vz,roll,pitch,yaw,x,y,z,detected,battery
0,837387.023,NaN,0,0,0,-0.000017453292519943296,0,1.1518125865611377,0,0,0.243,0,95
1,837457.214,NaN,0,0,0,-0.000017453292519943296,-0.00003490658503988659,1.1518649464386976,0,0,0.243,0,95
2,837597.747,NaN,0,0,0,-0.00022689280275926284,0.00006981317007977319,1.1519522129012973,0,0,0.243,0,95
3,837667.724,NaN,0,0,0,-0.0005585053606381855,0.00008726646259971648,1.1519696661938172,0,0,0.243,0,95
4,837732.849,NaN,0,0,0,-0.0007155849933176752,0.000296705972839036,1.1525456248469754,0,0,0.243,0,95
5,837798.248,65.39899999997579,0,0,0,-0.001308996938995747,0.00015707963267948963,1.1515682404658587,0,0,0.243,0,95
6,837863.22,64.97199999995064,0,0,0,-0.0014835298641951804,-0.0006632251157578452,1.1516729602209783,0,0,0.243,0,95
7,837928.344,65.12400000006892,0,0,0,-0.0015707963267948967,-0.0008377580409572782,1.1513588009556193,0,0,0.243,0,95
8,837993.56,65.2160000000149,0,0,0,-0.0018500490071139892,-0.0008552113334772215,1.1518998530237374,0,0,0.243,0,95
9,838058.715,65.15499999991152,0,0,0,-0.002181661564992912,-0.0010471975511965976,1.151707866806018,0,0,0.243,0,95
10,838123.87,65.15500000002794,0,0,0,-0.0024260076602721182,-0.0010122909661567112,1.1517951332686178,0,0,0.243,0,95
11,838189.025,65.15500000002794,0,0,0,-0.0026529004630313807,-0.0010122909661567112,1.1518823997312175,0,0,0.243,0,95
12,838254.15,65.125,0,0,0,-0.002897246558310587,-0.0010471975511965976,1.1513762542481392,0,0,0.243,0,95
13,838319.488,65.33799999998882,0,0,0,-0.0031764992386296795,-0.0011344640137963143,1.1523361853367362,0,0,0.243,0,95
14,838384.49,65.00199999997858,0,0,0,-0.0030368728984701333,-0.0011519173063162574,1.1510097351052204,0,0,0.243,0,95
15,838449.859,65.36900000006426,0,0,0,-0.0033684854563490563,-0.0012740903539558604,1.1513064410780596,0,0,0.243,0,95
16,838514.862,65.00299999990966,0,0,0,-0.003298672286269283,-0.0014660765716752368,1.151707866806018,0,0,0.243,0,95
17,838580.139,65.27700000000186,0,0,0,-0.003560471674068432,-0.0014486232791552935,1.150835202180021,0,0,0.243,0,95
18,838645.324,65.18500000005588,0,0,0,-0.004136430327226561,-0.0013439035240356337,1.152074385948937,0,0,0.243,0,95
19,838710.479,65.15500000002794,0,0,0,-0.004136430327226561,-0.0015707963267948967,1.151393707540659,0,0,0.243,0,95
20,838775.634,65.15499999991152,0,0,0,-0.004694935687864747,-0.0013788101090755204,1.1524758116768956,0,0,0.243,0,95
21,838841.308,65.67399999999907,0,0,0,-0.004904375198104066,-0.0016406094968746698,1.1526154380170552,0,0,0.243,0,95
22,838905.975,64.66700000001583,0,0,0,-0.0052010811709431014,-0.0017453292519943296,1.152074385948937,0,0,0.243,0,95
23,838971.16,65.18500000005588,0,0,0,-0.0053058009260627615,-0.001710422666954443,1.1529295972824143,0,0,0.243,0,95
24,839036.346,65.18599999998696,0,0,0,-0.005358160803622591,-0.0021467549799530253,1.1522314655816166,0,0,0.243,0,95
25,839101.593,65.24699999997392,0,0,0,-0.005113814708343385,-0.0022863813201125715,1.1532786631328131,0,0,0.243,0,95
26,839166.687,65.09400000004098,0,0,0,-0.005777039824101231,-0.002129301687433082,1.1528946906973743,0,0,0.243,0,95
27,839231.903,65.2160000000149,0,0,0,-0.005567600313861911,-0.002722713633111154,1.1531041302076137,0,0,0.243,0,95
28,839296.966,65.06299999996554,0,0,0,-0.005480333851262195,-0.002408554367752175,1.1524932649694157,0,0,0.243,0,95
29,839362.365,65.39899999997579,0,0,0,-0.005916666164260778,-0.0029845130209103033,1.152720157772175,0,0,0.243,0,95
30,839427.368,65.00300000002608,0,0,0,-0.005899212871740834,-0.003159045946109736,1.153680088860772,0,0,0.243,0,95
31,839492.736,65.36800000001676,0,0,0,-0.006161012259539982,-0.0032463124087094525,1.1546749265344085,0,0,0.243,0,95
32,839557.678,64.9419999999227,0,0,0,-0.006370451769779303,-0.00312413936106985,1.155198525310007,0,0,0.243,0,95
33,839622.863,65.18500000005588,0,0,0,-0.006335545184739415,-0.003490658503988659,1.1574674533375995,0,0,0.243,0,95
34,839687.988,65.125,0,0,0,-0.005323254218582705,-0.0029146998508305304,1.1603646998959098,0,0,0.242,0,95
35,839753.234,65.24600000004284,0,0,0,-0.0025481807079117207,-0.001064650843716541,1.1644662236380967,0,0,0.242,0,95
